page_id,page_namespace,page_title,page_restrictions,page_counter,page_is_redirect,page_is_new,page_random,page_touched,page_links_updated,page_latest,page_len,page_content_model,pr_page,pr_type,pr_level,pr_cascade,pr_user,pr_expiry,pr_id
582945,0,G._K._Vasan,,0,0,0,0.058225703918,20160706054231,20160706054232,728433975,2602,wikitext,582945,edit,autoconfirmed,0,,infinity,540242
582973,0,Joe_Paterno,,0,0,0,0.864372702252,20160708143913,20160708143915,728914467,113502,wikitext,582973,edit,autoconfirmed,0,,infinity,461999
583360,0,CKY_(band),,0,0,0,0.596536837796,20160704191912,20160704234731,722500780,47535,wikitext,583360,edit,autoconfirmed,0,,infinity,196683
584165,0,Peter_Grant_(music_manager),,0,0,0,0.564336147684917,20160705100358,20160705102826,715387893,25267,wikitext,584165,edit,autoconfirmed,0,,20160713072137,616361
585629,0,Kiev,,0,0,0,0.989952418943823,20160709205145,20160708085439,728884573,116670,wikitext,585629,edit,autoconfirmed,0,,infinity,309997
588140,0,Asian_openbill,,0,0,0,0.8119081365,20160709192300,20160705002348,725077704,13315,wikitext,588140,edit,autoconfirmed,0,,infinity,623921
591031,0,Men_who_have_sex_with_men,,0,0,0,0.713588701428,20160709175621,20160709175442,725478970,48272,wikitext,591031,edit,autoconfirmed,0,,infinity,373641
591289,0,List_of_Billboard_Hot_100_number-one_singles_of_1990,,0,0,0,0.026826770057,20160620144107,20160620150743,724935514,18227,wikitext,591289,edit,autoconfirmed,0,,infinity,478063
593798,0,"Greenwich,_New_South_Wales",,0,0,0,0.000674805139,20160704191912,20160705002423,699093903,11563,wikitext,593798,edit,autoconfirmed,0,,20161010053557,603992
594388,0,Girls_Aloud,,0,0,0,0.073807673097,20160706013445,20160706013448,728540202,63816,wikitext,594388,edit,autoconfirmed,0,,infinity,558846
595801,0,Akshay_Kumar,,0,0,0,0.608937978562,20160704203807,20160704203809,728352092,108271,wikitext,595801,edit,autoconfirmed,0,,infinity,594185
596072,0,Kelly_Macdonald,,0,0,0,0.8766745956969999,20160706175250,20160706175303,727784452,19439,wikitext,596072,edit,autoconfirmed,0,,20160902071330,622510
596943,0,Supercalifragilisticexpialidocious,,1,0,0,0.7734491018449999,20160709232006,20160709232017,724845258,11158,wikitext,596943,edit,autoconfirmed,0,,infinity,205787
597318,0,Michael_Clifford,,0,0,0,0.352546595667,20160610081915,20160505011423,673615325,373,wikitext,597318,edit,autoconfirmed,0,,infinity,582436
597727,0,List_of_Internet_phenomena,,0,0,0,0.734001324854,20160706005601,20160706005604,728534893,121391,wikitext,597727,edit,autoconfirmed,0,,infinity,198219
599194,0,List_of_new-age_music_artists,,0,0,0,0.535414626606,20160627094630,20160627094630,727197060,13748,wikitext,599194,edit,autoconfirmed,0,,infinity,536721
601249,0,John_Sterling_(sportscaster),,0,0,0,0.7741143776910001,20160707221854,20160701000608,725066375,18964,wikitext,601249,edit,autoconfirmed,0,,infinity,370510
602083,0,Dave_&_Buster's,,0,0,0,0.6189096386630001,20160626155916,20160626155957,708571648,7196,wikitext,602083,edit,autoconfirmed,0,,infinity,552363
602147,0,Hurrian_language,,0,0,0,0.5861086182230001,20160701210524,20160701210631,723408297,44159,wikitext,602147,edit,autoconfirmed,0,,infinity,336088
602381,0,Femina_Miss_India,,0,0,0,0.196334063633,20160708174706,20160708174046,728745807,104038,wikitext,602381,edit,autoconfirmed,0,,infinity,547893
602643,0,New_World_Order_(conspiracy_theory),,2,0,0,0.928960500718,20160709165849,20160709165507,728826650,116125,wikitext,602643,edit,autoconfirmed,0,,infinity,456691
604634,0,Gallery_of_country_coats_of_arms,,0,0,0,0.880978283883,20160703140912,20160703141023,727316209,25742,wikitext,604634,edit,autoconfirmed,0,,infinity,146941
604727,0,Coffee,,0,0,0,0.156743757965,20160708171036,20160708171038,728931442,137803,wikitext,604727,edit,autoconfirmed,0,,20170407173805,615570
605020,0,Esteghlal_F.C.,,0,0,0,0.9554889173969999,20160708082934,20160707202702,728811434,51943,wikitext,605020,edit,autoconfirmed,0,,20160711200914,626251
605533,0,.tk,,0,0,0,0.474743608606,20160606003310,20160606052522,710528715,6041,wikitext,605533,edit,autoconfirmed,0,,infinity,402110
606125,0,I_Know_Him_So_Well,,0,0,0,0.9727994738950001,20160623144143,20160623154012,724186637,16945,wikitext,606125,edit,autoconfirmed,0,,20170607173616,623197
606490,0,Manmohan_Singh,,1,0,0,0.411090308526,20160704191912,20160705002530,727803515,65689,wikitext,606490,edit,autoconfirmed,0,,infinity,369224
606719,0,Tits_group,,0,0,0,0.609478918654,20160620144107,20160620150707,719886876,5453,wikitext,606719,edit,autoconfirmed,0,,infinity,314414
606848,0,Catholic_Church,,0,0,0,0.843858048713,20160709224843,20160709063408,729011426,197263,wikitext,606848,edit,autoconfirmed,0,,infinity,611473
606863,0,Boner,,0,0,0,0.460793371061,20160704191912,20160704235429,703304297,1158,wikitext,606863,edit,autoconfirmed,0,,infinity,551247
606878,0,Daryl_Hall,,0,0,0,0.258120785588,20160707223423,20160706155203,727451718,31547,wikitext,606878,edit,autoconfirmed,0,,20160716234223,624343
607618,0,Dustin_Diamond,,0,0,0,0.192744267729,20160623144143,20160623154014,723449021,18781,wikitext,607618,edit,autoconfirmed,0,,infinity,372009
607964,0,Hi-5_(Australian_band),,0,0,0,0.707582067562,20160705231623,20160705232830,727329092,105684,wikitext,607964,edit,autoconfirmed,0,,20161226144709,625228
609052,0,Janna_Levin,,0,0,0,0.885163451957,20160703064912,20160623154017,722194565,5032,wikitext,609052,edit,autoconfirmed,0,,infinity,436359
609420,0,"Tecoma,_Victoria",,0,0,0,0.704339658704,20160706102845,20160706102852,699583739,3783,wikitext,609420,edit,autoconfirmed,0,,infinity,454317
609748,0,Brock_(Pokémon),,0,0,0,0.157701117991,20160630205031,20160621151857,724929749,11682,wikitext,609748,edit,autoconfirmed,0,,infinity,463695
609853,0,Billy_Murray_(actor),,0,0,0,0.541402358814,20160703064912,20160625062613,714650246,13249,wikitext,609853,edit,autoconfirmed,0,,infinity,378412
612781,0,Jew_Watch,,0,0,0,0.9157122559449999,20160702114956,20160622171627,692358639,20876,wikitext,612781,edit,autoconfirmed,0,,infinity,39408
612916,0,Christian_mysticism,,0,0,0,0.83183366099,20160709212103,20160709212105,729095830,59526,wikitext,612916,edit,autoconfirmed,0,,20161123204304,598734
612946,0,Palme_d'Or,,0,0,0,0.8837609080990001,20160709175626,20160709175442,726892497,22534,wikitext,612946,edit,autoconfirmed,0,,infinity,532692
614427,0,Bob_Uecker,,0,0,0,0.447698366105,20160705095315,20160705095543,728240958,18251,wikitext,614427,edit,autoconfirmed,0,,infinity,533569
615283,0,Edward_Smith_(sea_captain),,0,0,0,0.148315507522,20160707030834,20160707030835,728707030,31223,wikitext,615283,edit,autoconfirmed,0,,infinity,577811
615907,0,Mallika_Sherawat,,0,0,0,0.783551109388,20160705155020,20160705155056,728370829,22229,wikitext,615907,edit,autoconfirmed,0,,infinity,336771
617004,0,Laser_hair_removal,,0,0,0,0.6804563559969999,20160704191912,20160705000018,722285317,20181,wikitext,617004,edit,autoconfirmed,0,,infinity,603828
617130,0,Joe_Buck,,0,0,0,0.991278786674,20160705100358,20160705103055,725199579,26992,wikitext,617130,edit,autoconfirmed,0,,infinity,393971
618376,0,Eli_Manning,,0,0,0,0.495464275822,20160707225144,20160707225259,725490867,88625,wikitext,618376,edit,autoconfirmed,0,,infinity,437316
618468,0,Nick_Saban,,0,0,0,0.336662668426,20160704191912,20160705002635,728259307,72339,wikitext,618468,edit,autoconfirmed,0,,20161201215907,622482
619655,0,Richard_Goldstone,,0,0,0,0.905884598338,20160703064912,20160629074410,712961141,66702,wikitext,619655,edit,autoconfirmed,0,,infinity,296102
619728,0,Tangled,,0,0,0,0.344832141113,20160709164122,20160709163449,727491220,81450,wikitext,619728,edit,autoconfirmed,0,,20160812005029,608690
619925,0,Lollipop,,0,0,0,0.536747713358,20160704191912,20160705000022,707372512,7023,wikitext,619925,edit,autoconfirmed,0,,infinity,351723
619949,0,John_Higgins_(snooker_player),,0,0,0,0.724086827004,20160704191912,20160705000612,727637992,110266,wikitext,619949,edit,autoconfirmed,0,,infinity,602662
620458,0,George_Lopez,,0,0,0,0.179561487017,20160708205924,20160708174934,725969347,23375,wikitext,620458,edit,autoconfirmed,0,,infinity,339359
621063,0,America's_Next_Top_Model,,0,0,0,0.302573341086,20160709212043,20160709212044,729095791,54679,wikitext,621063,edit,autoconfirmed,0,,infinity,457624
621360,0,Tommy_Boyd,,0,0,0,0.7609272598110001,20160625061853,20160625062619,703254257,8859,wikitext,621360,edit,autoconfirmed,0,,infinity,370514
621513,0,Boyzone,,0,0,0,0.6778200206710001,20160703064912,20160629181907,727548436,36064,wikitext,621513,edit,autoconfirmed,0,,infinity,359834
622606,0,Aleksandr_Karelin,,0,0,0,0.91893835362,20160703161444,20160701032003,720679705,18929,wikitext,622606,edit,autoconfirmed,0,,20160729222431,618436
623737,0,Cristiano_Ronaldo,,0,0,0,0.905076202892,20160709153847,20160709001040,728978377,252844,wikitext,623737,edit,autoconfirmed,0,,infinity,309503
625404,0,Stroke,,0,0,0,0.652747127835403,20160706061644,20160706061646,728573169,133821,wikitext,625404,edit,autoconfirmed,0,,infinity,433416
627008,0,Skyhook_(structure),,0,0,0,0.858102965568,20160625061853,20160625062619,724744990,16863,wikitext,627008,edit,autoconfirmed,0,,infinity,563822
628454,0,Israel_Shamir,,0,0,0,0.897472865832,20160626133412,20160626133414,727074540,36345,wikitext,628454,edit,autoconfirmed,0,,infinity,370516
629784,0,Laz_language,,0,0,0,0.038024288154,20160704191912,20160705002716,719100544,19284,wikitext,629784,edit,autoconfirmed,0,,infinity,209274
630463,0,WWE_Championship,,0,0,0,0.905907011547,20160709101559,20160709101604,728243033,28977,wikitext,630463,edit,autoconfirmed,0,,20160915105723,590241
632590,0,Balaklava,,0,0,0,0.472528997097,20160704191912,20160704203606,718107744,8761,wikitext,632590,edit,autoconfirmed,0,,infinity,559814
632870,0,Cowra,,0,0,0,0.0215898743,20160704191912,20160704210640,727121443,17536,wikitext,632870,edit,autoconfirmed,0,,20161019133935,617092
633114,0,Libjpeg,,0,0,0,0.510011790558,20160707133524,20160705001410,727004358,17659,wikitext,633114,edit,autoconfirmed,0,,20160716114622,624253
635041,0,Anderson_Cooper,,0,0,0,0.180108253928,20160707221856,20160705102939,727915246,39454,wikitext,635041,edit,autoconfirmed,0,,infinity,374692
636257,0,Ainsley_Harriott,,0,0,0,0.492659888925,20160703235846,20160623154147,725047332,11529,wikitext,636257,edit,autoconfirmed,0,,20170330181518,614457
636344,0,Gordon_Ramsay,,0,0,0,0.753861671665,20160709213421,20160705103055,727605069,84248,wikitext,636344,edit,autoconfirmed,0,,20160817185349,586011
637292,0,Larry_Silverstein,,0,0,0,0.6778229152209999,20160707221856,20160706164347,728635996,25712,wikitext,637292,edit,autoconfirmed,0,,infinity,577752
641959,0,Andy_Dick,,0,0,0,0.48792927083,20160705100358,20160705103102,726645159,34809,wikitext,641959,edit,autoconfirmed,0,,infinity,440781
642105,0,Timeshare,,0,0,0,0.6471581336329999,20160704191912,20160705000101,723447797,36805,wikitext,642105,edit,autoconfirmed,0,,infinity,467307
644469,0,Porno,,0,0,0,0.954234438461,20160704191912,20160705002920,715198642,411,wikitext,644469,edit,autoconfirmed,0,,infinity,334902
644622,0,Kenny_G,,0,0,0,0.7058311564409999,20160705231623,20160705232927,724744581,29785,wikitext,644622,edit,autoconfirmed,0,,infinity,279918
645042,0,New_York_City,,10,0,0,0.0709019061838294,20160708123352,20160708123413,728857341,290492,wikitext,645042,edit,autoconfirmed,0,,infinity,217679
645687,0,Beyond_(band),,0,0,0,0.450876447116,20160623144143,20160623154227,722126092,16434,wikitext,645687,edit,autoconfirmed,0,,infinity,581566
647561,0,World's_funniest_joke,,0,0,0,0.9221653029889999,20160705100358,20160705102902,710475448,2605,wikitext,647561,edit,autoconfirmed,0,,infinity,459584
648216,0,Sholay,,0,0,0,0.12230601214,20160704191912,20160704234356,727353572,74182,wikitext,648216,edit,autoconfirmed,0,,infinity,585861
648450,0,Rachel's_Tomb,,0,0,0,0.06628690244,20160708191624,20160708175025,722127224,57138,wikitext,648450,edit,autoconfirmed,0,,20170526043003,621623
648781,0,Treasure_Planet,,0,0,0,0.7991182453929999,20160709164122,20160709163458,728523785,56270,wikitext,648781,edit,autoconfirmed,0,,infinity,370524
649748,0,David_Walliams,,0,0,0,0.014158597223,20160709224341,20160709224210,729105074,46779,wikitext,649748,edit,autoconfirmed,0,,20160730224341,626895
649861,0,Muhammad_ibn_Musa_al-Khwarizmi,,0,0,0,0.059055135147,20160708023028,20160708023018,726278861,47540,wikitext,649861,edit,autoconfirmed,0,,infinity,370526
650080,0,Katie_Leung,,0,0,0,0.745539332622,20160708212951,20160708212900,728962647,20736,wikitext,650080,edit,autoconfirmed,0,,20161008212951,626793
650360,0,Olympic_sports,,0,0,0,0.3933467322,20160708044724,20160708044716,716465613,63267,wikitext,650360,edit,autoconfirmed,0,,infinity,360244
650906,0,History_of_cricket,,0,0,0,0.7852861968729999,20160708191624,20160708174958,727007325,46523,wikitext,650906,edit,autoconfirmed,0,,infinity,253917
651006,0,Lloyd_Banks,,0,0,0,0.438084133639,20160707223617,20160705103105,711493066,23188,wikitext,651006,edit,autoconfirmed,0,,infinity,295606
651116,0,Goggles,,0,0,0,0.258804557034,20160706040618,20160704235515,719587231,8975,wikitext,651116,edit,autoconfirmed,0,,infinity,308136
651268,0,Lamar_Odom,,0,0,0,0.296266685378,20160707221856,20160704235440,727935201,66611,wikitext,651268,edit,autoconfirmed,0,,infinity,366045
652127,0,Mexicans,,0,0,0,0.9328565252630001,20160709000821,20160709000824,728978176,79106,wikitext,652127,edit,autoconfirmed,0,,infinity,359473
652402,0,Dave_Bautista,,0,0,0,0.733201879884,20160709185607,20160709185609,729079230,107820,wikitext,652402,edit,autoconfirmed,0,,infinity,327583
652423,0,Snake_in_the_Eagle's_Shadow,,0,0,0,0.481910670866,20160630172230,20160630172725,727230364,10278,wikitext,652423,edit,autoconfirmed,0,,infinity,560137
653019,0,List_of_unaccredited_institutions_of_higher_education,,0,0,0,0.456281641245,20160704234424,20160704234427,728372820,121336,wikitext,653019,edit,autoconfirmed,0,,infinity,578811
653297,0,Scrub,,0,0,0,0.275438948197,20160704191912,20160705003007,709333979,1691,wikitext,653297,edit,autoconfirmed,0,,infinity,415395
654834,0,Erica_Kane,,0,0,0,0.330249610511,20160707223617,20160705100217,726956240,55727,wikitext,654834,edit,autoconfirmed,0,,20160725160013,625154
655845,0,Battle_of_Athens_(1946),,0,0,0,0.88112925686,20160705100358,20160705103052,726012391,49292,wikitext,655845,edit,autoconfirmed,0,,infinity,448055
656549,0,Dylan_McDermott,,0,0,0,0.591672221474,20160703064912,20160623154249,724755301,21273,wikitext,656549,edit,autoconfirmed,0,,20160711073541,623654
656593,0,Jensen_Ackles,,0,0,0,0.290150921461,20160706145834,20160706145834,728622916,19043,wikitext,656593,edit,autoconfirmed,0,,infinity,358665
656933,0,2014_FIFA_World_Cup,,0,0,0,0.50817953586,20160709175739,20160709175450,728053332,140521,wikitext,656933,edit,autoconfirmed,0,,20170121134904,605745
657267,0,Reggie_Fils-Aimé,,0,0,0,0.078271028157,20160709104744,20160709104813,727963153,12014,wikitext,657267,edit,autoconfirmed,0,,infinity,394443
657363,0,List_of_serial_killers_by_country,,2,0,0,0.953782165402,20160706212026,20160706212027,728670606,59243,wikitext,657363,edit,autoconfirmed,0,,infinity,369260
659939,0,Square,,0,0,0,0.399972818978,20160707195653,20160707200043,721914399,15324,wikitext,659939,edit,autoconfirmed,0,,infinity,583465
660592,0,Old_Trafford,,0,0,0,0.6270879393569999,20160704191912,20160704235740,723559672,74879,wikitext,660592,edit,autoconfirmed,0,,infinity,598577
663540,0,Prem_Rawat,,0,0,0,0.316570550816,20160704191912,20160705003103,725970949,81030,wikitext,663540,edit,autoconfirmed,0,,infinity,452671
664765,0,Amblin_Entertainment,,0,0,0,0.85661262919,20160708001002,20160706170010,728637783,17877,wikitext,664765,edit,autoconfirmed,0,,infinity,521971
665823,0,Randy_Orton,,0,0,0,0.564874032775,20160709234647,20160709234650,729111045,152020,wikitext,665823,edit,autoconfirmed,0,,infinity,302469
666901,0,Rind_et_al._controversy,,0,0,0,0.400633861963,20160705100358,20160705103102,723845289,54960,wikitext,666901,edit,autoconfirmed,0,,infinity,409547
667179,0,Typing,,0,0,0,0.156112482378,20160707231124,20160707231125,728831395,21544,wikitext,667179,edit,autoconfirmed,0,,20170531011040,611259
667601,0,List_of_Harry_Potter_characters,,0,0,0,0.272626484406,20160701194828,20160701194828,727871633,28629,wikitext,667601,edit,autoconfirmed,0,,20161006222536,592833
669058,0,Holocaust_(disambiguation),,0,0,0,0.079482937269,20160704191912,20160705003136,720285752,1748,wikitext,669058,edit,autoconfirmed,0,,infinity,408787
670318,0,Bill_Bellamy,,0,0,0,0.997138091362,20160625061853,20160625062631,703326559,4500,wikitext,670318,edit,autoconfirmed,0,,infinity,385987
671747,0,Norwegians,,0,0,0,0.463879581291,20160708192454,20160708175015,724995527,34021,wikitext,671747,edit,autoconfirmed,0,,infinity,399429
672766,0,Bangladesh_Liberation_War,,0,0,0,0.8740835929630001,20160707083146,20160707083152,728627616,88532,wikitext,672766,edit,autoconfirmed,0,,20161006153559,626533
675561,0,Lewis_Hamilton,,0,0,0,0.135092453628,20160709133006,20160709133010,729044348,163629,wikitext,675561,edit,autoconfirmed,0,,infinity,369839
675652,0,Rajput,,0,0,0,0.083580939138,20160709191253,20160709191153,729003556,32693,wikitext,675652,edit,autoconfirmed,0,,infinity,579893
680006,0,The_Jungle_Book_(1967_film),,0,0,0,0.31010371042,20160709164122,20160709163546,728367779,42948,wikitext,680006,edit,autoconfirmed,0,,infinity,196410
681278,0,List_of_honorary_British_knights_and_dames,,0,0,0,0.374473313044,20160703001919,20160703001922,728073556,165152,wikitext,681278,edit,autoconfirmed,0,,infinity,296310
682376,0,Saab_Automobile,,1,0,0,0.707841059988,20160707012608,20160707012610,728696261,66612,wikitext,682376,edit,autoconfirmed,0,,infinity,566726
682482,0,Human,,1,0,0,0.0631597927428408,20160710012027,20160710012032,727491515,164137,wikitext,682482,edit,autoconfirmed,0,,infinity,530477
682708,0,Bum,,0,0,0,0.104388433557,20160704191912,20160705002226,706168563,1247,wikitext,682708,edit,autoconfirmed,0,,infinity,340897
682973,0,Horse-fly,,0,0,0,0.333877525448,20160704191912,20160705000056,726925162,38052,wikitext,682973,edit,autoconfirmed,0,,20161224180257,625061
683122,0,Bambi,,0,0,0,0.6148937771169999,20160709190744,20160709163412,723313481,31974,wikitext,683122,edit,autoconfirmed,0,,infinity,250283
683150,0,Drake_Bell,,0,0,0,0.794209366568,20160706154804,20160706155206,728356921,65524,wikitext,683150,edit,autoconfirmed,0,,infinity,606070
683945,0,Louis_van_Gaal,,1,0,0,0.242755473704,20160709171242,20160708110441,726461639,67447,wikitext,683945,edit,autoconfirmed,0,,20161025064752,617754
684397,0,The_Ultimate_Warrior,,0,0,0,0.686595455597,20160704191912,20160705000330,727544724,70320,wikitext,684397,edit,autoconfirmed,0,,infinity,565828
686066,0,New_Jack_City,,0,0,0,0.743230324119,20160705100358,20160705103143,723810906,16593,wikitext,686066,edit,autoconfirmed,0,,infinity,561574
690037,0,Yokozuna_(wrestler),,0,0,0,0.923249657696,20160707192821,20160707193421,723748883,39265,wikitext,690037,edit,autoconfirmed,0,,infinity,565827
692116,0,Ball_(disambiguation),,0,0,0,0.8020685044129999,20160704191912,20160705001638,727133934,3877,wikitext,692116,edit,autoconfirmed,0,,infinity,404445
692279,0,Frankie_Poullain,,0,0,0,0.004116387574,20160623144143,20160623154338,703349790,4449,wikitext,692279,edit,autoconfirmed,0,,infinity,570006
693065,0,Red_Pyramid,,0,0,0,0.162320962251,20160704191912,20160704211844,725467221,7932,wikitext,693065,edit,autoconfirmed,0,,20161123181359,598693
693688,0,Bent_Pyramid,,0,0,0,0.625258969434,20160704191912,20160704203942,725467351,9454,wikitext,693688,edit,autoconfirmed,0,,20161123181055,598690
694313,0,Bob_Menendez,,0,0,0,0.633072452914,20160707221909,20160705000937,727917519,98947,wikitext,694313,edit,autoconfirmed,0,,20161025104443,595083
695227,0,Lethal_Weapon_2,,0,0,0,0.8780473484089999,20160706034639,20160706034641,728555891,19855,wikitext,695227,edit,autoconfirmed,0,,infinity,557763
695266,0,Lethal_Weapon_3,,0,0,0,0.279657425023,20160704191912,20160705003317,727867623,21564,wikitext,695266,edit,autoconfirmed,0,,infinity,557765
695283,0,Lethal_Weapon_4,,0,0,0,0.737409063027,20160709011956,20160709011957,728985687,17491,wikitext,695283,edit,autoconfirmed,0,,infinity,560136
695403,0,List_of_countries_by_GDP_(PPP)_per_capita,,0,0,0,0.126052201319,20160709175746,20160709175448,728820447,51825,wikitext,695403,edit,autoconfirmed,0,,20160827224556,610500
698477,0,Urinal,,0,0,0,0.361595186573,20160708073052,20160708073134,723430583,34250,wikitext,698477,edit,autoconfirmed,0,,infinity,511969
699349,0,Ben_Roethlisberger,,0,0,0,0.743838326886,20160709090720,20160709090723,729024253,144801,wikitext,699349,edit,autoconfirmed,0,,infinity,359694
699403,0,Preamble_to_the_United_States_Constitution,,0,0,0,0.884945295232,20160705100358,20160705103139,722693324,77873,wikitext,699403,edit,autoconfirmed,0,,infinity,447373
699466,0,Habbo,,1,0,0,0.35719997173,20160709082702,20160709082707,727352756,32980,wikitext,699466,edit,autoconfirmed,0,,infinity,244528
701773,0,Ramesses_IX,,0,0,0,0.327236503981,20160704191912,20160705000909,726864687,12783,wikitext,701773,edit,autoconfirmed,0,,20161123174046,598682
701807,0,Children's_rights,,0,0,0,0.54840876306259,20160704162406,20160704162505,726535763,42213,wikitext,701807,edit,autoconfirmed,0,,infinity,226099
702389,0,Panathinaikos_A.O.,,1,0,0,0.010393950162,20160707171820,20160707171916,726146121,42729,wikitext,702389,edit,autoconfirmed,0,,infinity,554224
704169,0,Catholic_clergy_involvement_with_the_Ustaše,,0,0,0,0.860473701600427,20160707184700,20160707184701,728798703,50320,wikitext,704169,edit,autoconfirmed,0,,infinity,211987
704723,0,Neil_Patrick_Harris,,0,0,0,0.052629728826,20160707223701,20160705001226,727303917,51997,wikitext,704723,edit,autoconfirmed,0,,infinity,562429
707413,0,Zachariah_Selwyn,,0,0,0,0.713117202145,20160708192501,20160708175053,724662686,7299,wikitext,707413,edit,autoconfirmed,0,,20160910174055,623560
707732,0,National_Union_of_Students_(Australia),,0,0,0,0.7366213140710001,20160708203414,20160708201545,726272133,17235,wikitext,707732,edit,autoconfirmed,0,,infinity,519479
707815,0,Jason_Statham,,0,0,0,0.27771972319,20160703064912,20160629074413,724884460,23287,wikitext,707815,edit,autoconfirmed,0,,infinity,531091
707977,0,Kevin_Lyttle,,0,0,0,0.469643305274,20160623144143,20160623154416,703369051,22808,wikitext,707977,edit,autoconfirmed,0,,infinity,234414
708834,0,Frank_Lampard,,0,0,0,0.652438507719,20160708104332,20160707022029,728702367,128018,wikitext,708834,edit,autoconfirmed,0,,infinity,352354
712322,0,Nikita_Mikhalkov,,0,0,0,0.71907190686,20160708220639,20160708220640,728966738,21605,wikitext,712322,edit,autoconfirmed,0,,infinity,378745
712500,0,Boomerang_(TV_channel),,0,0,0,0.499239033321,20160705000125,20160705000451,728252487,32072,wikitext,712500,edit,autoconfirmed,0,,infinity,561269
712576,0,Passive_smoking,,0,0,0,0.9715760392,20160706012914,20160706012916,728539426,112426,wikitext,712576,edit,autoconfirmed,0,,infinity,371072
713342,0,Todd_Manning,,0,0,0,0.744559883952,20160709204422,20160709204426,729091806,120816,wikitext,713342,edit,autoconfirmed,0,,20160928064644,625388
715909,0,Greek_alphabet,,0,0,0,0.710871239058,20160708141357,20160708140333,728315983,67494,wikitext,715909,edit,autoconfirmed,0,,infinity,203351
718196,0,Albert_Pujols,,0,0,0,0.614190873045,20160709210747,20160709210356,727879442,128238,wikitext,718196,edit,autoconfirmed,0,,infinity,415731
720834,0,IDF_Caterpillar_D9,,0,0,0,0.851814961458,20160704191912,20160705001413,724344081,14850,wikitext,720834,edit,autoconfirmed,0,,infinity,605007
722347,0,Shuki_Levy,,0,0,0,0.245135480652,20160703064912,20160623154457,721466963,10911,wikitext,722347,edit,autoconfirmed,0,,infinity,34052
722808,0,Philip_Green,,0,0,0,0.083028022704,20160704160111,20160625062644,724817743,25018,wikitext,722808,edit,autoconfirmed,0,,infinity,620448
723043,0,Family_of_sets,,0,0,0,0.001316781156,20160629083840,20160629083841,727485340,4870,wikitext,723043,edit,autoconfirmed,0,,20160720083819,625531
723278,0,List_of_cities_proper_by_population,,0,0,0,0.03831334507,20160708193326,20160708175109,727138671,58733,wikitext,723278,edit,autoconfirmed,0,,20160712000421,604169
723489,0,Miranda_Cosgrove,,0,0,0,0.345960891967,20160704191912,20160705001111,724866557,33538,wikitext,723489,edit,autoconfirmed,0,,infinity,216706
723502,0,Meg_Griffin,,0,0,0,0.688549543586,20160707193533,20160707193930,723060155,25686,wikitext,723502,edit,autoconfirmed,0,,20160819172232,586233
725318,0,Christie_Blatchford,,0,0,0,0.012101625098,20160623144143,20160623154517,724690048,6453,wikitext,725318,edit,autoconfirmed,0,,infinity,493242
725817,0,The_Jungle_Book_2,,0,0,0,0.717997956424,20160709195955,20160709195956,729086452,12245,wikitext,725817,edit,autoconfirmed,0,,infinity,467154
727836,0,Harry_Potter_(character),,0,0,0,0.816034804478,20160705203201,20160705203203,728498716,54029,wikitext,727836,edit,autoconfirmed,0,,infinity,435892
728093,0,Nick_Clegg,,0,0,0,0.421548960461,20160708182529,20160708182531,728939625,109405,wikitext,728093,edit,autoconfirmed,0,,infinity,536043
728776,0,Zlatan_Ibrahimović,,0,0,0,0.60756471828,20160709162801,20160708095450,728889614,144427,wikitext,728776,edit,autoconfirmed,0,,infinity,342953
730350,0,Billboard_200,,0,0,0,0.186007530981,20160703202900,20160703202902,728187238,47322,wikitext,730350,edit,autoconfirmed,0,,infinity,352270
730592,0,Rafael_Benítez,,0,0,0,0.387385849556,20160709143600,20160709143627,728214318,84201,wikitext,730592,edit,autoconfirmed,0,,infinity,342989
730857,0,Janet_Hubert,,0,0,0,0.058293174979,20160703064912,20160623154532,708505461,6637,wikitext,730857,edit,autoconfirmed,0,,infinity,309214
731111,0,Ryan_Reynolds,,0,0,0,0.238585027512,20160704191912,20160705000533,727617788,26073,wikitext,731111,edit,autoconfirmed,0,,20170212220850,608808
731286,0,Use_Your_Illusion_Tour,,0,0,0,0.997005981392,20160709224033,20160709223257,728725202,36944,wikitext,731286,edit,autoconfirmed,0,,infinity,568017
734057,0,Elsa_Schiaparelli,,0,0,0,0.469226330272,20160705095532,20160705100229,717948705,47917,wikitext,734057,edit,autoconfirmed,0,,infinity,575373
734838,0,Shithead,,0,0,0,0.790399085535108,20160705151258,20160705151258,728454847,688,wikitext,734838,edit,autoconfirmed,0,,infinity,341849
735009,0,Pharrell_Williams,,0,0,0,0.9793816478830001,20160709201636,20160709201639,729088610,55388,wikitext,735009,edit,autoconfirmed,0,,infinity,606975
735092,0,Wrestling,,1,0,0,0.0366525100885448,20160704191912,20160705002939,726765594,27425,wikitext,735092,edit,autoconfirmed,0,,infinity,370610
735185,0,Hiram_Bingham_III,,0,0,0,0.297823286288,20160705183602,20160705183604,728479392,17832,wikitext,735185,edit,autoconfirmed,0,,infinity,367628
735479,0,Antonio_Cassano,,0,0,0,0.7436967872750001,20160709162331,20160709162336,729062804,64665,wikitext,735479,edit,autoconfirmed,0,,infinity,342061
735580,0,Opportunity_Knocks_(UK_TV_series),,0,0,0,0.257875589774,20160625061853,20160625062646,724138873,9745,wikitext,735580,edit,autoconfirmed,0,,infinity,604728
